objid,ra,dec,u,g,r,i,z,class,redshift,zwarning,RA,DEC,EP_8_FLUX,EP_8_FLUX_ERR,EP_1_FLUX,EP_1_FLUX_ERR,optical_xray_ratio,xray_hardness_ratio,kmeans_cluster,dbscan_cluster
1.622164427499496,-1.087698931199147,-1.1967720133510575,-0.1235446736634422,0.2600147557327681,0.405792011338039,0.556044499160286,0.4686911106760081,QSO,-0.243713056230038,0.0,-1.087698783393478,-1.1967718656100677,-0.3580406499594082,-0.8655320918178168,-0.1750227450675842,-0.6025103721401899,993688857252781.2,0.6618351012528205,2,0
-1.5809866004805178,-0.0391806948799569,-1.0264375715566008,-0.6041750298444711,-0.8590893911220184,-0.910429964846536,-0.8851784087704764,-0.8551801006409144,QSO,-0.9676527462961568,0.0,-0.0391784172229121,-1.026437277441435,0.2274496582471129,3.371411134707579,0.2279641741564852,4.6438212751105015,151627128451444.06,0.8326115799800288,0,-1
0.1685459346356125,-1.2503512664237166,-0.9986399290332674,0.7820860161238066,1.4947781194386995,1.2548777892220853,1.3909740602896654,0.7718958105037825,QSO,-0.6134648470011207,0.0,-1.2503484225448949,-0.9986167989212316,-0.3116304152429959,-0.5548835300805817,-0.3924105249672255,-0.6984741705505058,739285156316720.4,0.9820272651460378,1,-1
1.7059157514928711,2.1957475723064,-1.086326038589669,0.4124193672440824,0.8179868573622318,0.9976990763486157,0.9089472958458116,0.634579285023728,QSO,-0.920166588698859,0.0,2.195742348305814,-1.086324894693902,-0.2152909240649917,0.2621757897147485,-0.2437022128166421,-0.2257409985994153,456766953976860.6,0.8799723567604267,1,-1
1.5683854221538107,2.151459138506119,-0.8226861547714226,0.1399070819342163,-0.393697475401257,-0.7255327473263515,-0.7882506578291661,-1.0461059424860206,QSO,1.5747121921489091,0.0,2.151459484675841,-0.8226869467526416,0.0812062082940309,1.6128610431275412,-0.4069214320907101,-0.4208201278044757,193653290835004.2,1.0,2,-1
0.3255930421759897,0.3542947200265974,-0.0094132513546223,-0.9114625616540272,-0.8229216801599656,-0.5336845065911223,-0.5809319499960158,-0.694724627731308,QSO,0.9057303174808112,0.0,0.3542911257314494,-0.0094070383324632,-0.0440578460334401,0.1551585084421202,-0.0075380004273514,0.16367377565091,252912313058451.72,0.8284225393138903,2,3
0.1641978862430798,-0.8471230340929932,-1.003952535952086,-0.1236780256951838,0.0476999939621001,0.1071998338359863,-0.0474902193285656,-0.1160510767221791,QSO,0.4711365293002932,0.0,-0.8471221708785539,-1.003935971369664,-0.3647424240913898,-0.3449218962654982,-0.3906415548354477,-0.6075675985872276,1038694597427574.8,0.9701115351450644,2,0
1.6221037944761891,-1.130684885955494,-1.220869902267461,1.0703264327329582,0.5233727289585177,0.1250346960324829,0.0931448353418579,0.0305319294717106,QSO,-0.5786874450244694,0.0,-1.1306817550438404,-1.2208774208571456,-0.3496801927098067,-0.1054079175267338,-0.3816345262196202,-0.5391122763533533,912551906060614.0,0.9594722904959788,2,-1
0.0043640616493701,-0.0104111588473641,0.3337242591367195,-0.3280029721079221,-0.8375683267992576,-1.0100033724020523,-1.436949895667372,-1.3921363188677451,QSO,-1.2968929274613314,0.0,-0.0104112274546006,0.333724411366351,1.4146710915634149,-0.1093083481752244,-0.282848692668958,-0.6401049525940948,55939506840844.87,0.986841868575846,0,-1
1.7059149548538517,2.028849164774639,-1.067105758350693,-0.7767399673641194,-0.545850079852471,-0.4880546976176246,-0.8007973759682222,-0.8973516726738899,QSO,0.5827860942571809,0.0,2.028843423856967,-1.0670896240039098,-0.4179856402564835,-0.8159847950860337,-0.4002395476916338,-0.8410681290009998,1981393458164333.5,0.9757600763131608,2,-1
