objid,ra,dec,u,g,r,i,z,class,redshift,zwarning,RA,DEC,EP_8_FLUX,EP_8_FLUX_ERR,EP_1_FLUX,EP_1_FLUX_ERR,optical_xray_ratio,xray_hardness_ratio
1.622164427499496,-1.087698931199147,-1.1967720133510575,-0.1235446736634422,0.26001475573276817,0.40579201133803905,0.556044499160286,0.46869111067600816,QSO,-0.24371305623003806,0.0,-1.087698783393478,-1.1967718656100677,-0.35804064995940826,-0.8655320918178168,-0.1750227450675842,-0.6025103721401899,993688857252781.1,0.6618351012528205
-1.5809866004805178,-0.039180694879956915,-1.0264375715566008,-0.6041750298444711,-0.8590893911220184,-0.910429964846536,-0.8851784087704764,-0.8551801006409144,QSO,-0.9676527462961569,0.0,-0.03917841722291211,-1.026437277441435,0.2274496582471129,3.371411134707579,0.2279641741564852,4.6438212751105015,151627128451444.06,0.8326115799800288
0.1685459346356125,-1.2503512664237166,-0.9986399290332674,0.7820860161238066,1.4947781194386995,1.2548777892220853,1.3909740602896654,0.7718958105037825,QSO,-0.6134648470011207,0.0,-1.2503484225448949,-0.9986167989212315,-0.31163041524299595,-0.5548835300805817,-0.3924105249672255,-0.6984741705505058,739285156316720.4,0.9820272651460378
1.7059157514928713,2.1957475723064,-1.086326038589669,0.4124193672440824,0.8179868573622318,0.9976990763486155,0.9089472958458117,0.634579285023728,QSO,-0.920166588698859,0.0,2.195742348305814,-1.086324894693902,-0.21529092406499178,0.26217578971474853,-0.24370221281664212,-0.2257409985994153,456766953976860.6,0.8799723567604267
1.5683854221538107,2.151459138506119,-0.8226861547714226,0.13990708193421636,-0.393697475401257,-0.7255327473263515,-0.7882506578291661,-1.0461059424860206,QSO,1.5747121921489093,0.0,2.151459484675841,-0.8226869467526416,0.08120620829403095,1.6128610431275412,-0.4069214320907101,-0.4208201278044757,193653290835004.2,1.0
0.3255930421759897,0.3542947200265974,-0.009413251354622393,-0.9114625616540273,-0.8229216801599656,-0.5336845065911223,-0.5809319499960158,-0.694724627731308,QSO,0.9057303174808112,0.0,0.3542911257314494,-0.009407038332463228,-0.04405784603344018,0.15515850844212029,-0.007538000427351498,0.16367377565091007,252912313058451.75,0.8284225393138903
0.16419788624307982,-0.8471230340929932,-1.003952535952086,-0.12367802569518387,0.04769999396210012,0.10719983383598637,-0.04749021932856569,-0.11605107672217918,QSO,0.4711365293002932,0.0,-0.8471221708785539,-1.003935971369664,-0.3647424240913898,-0.3449218962654982,-0.3906415548354477,-0.6075675985872276,1038694597427574.9,0.9701115351450643
1.6221037944761891,-1.1306848859554939,-1.220869902267461,1.0703264327329582,0.5233727289585177,0.12503469603248296,0.09314483534185795,0.03053192947171065,QSO,-0.5786874450244694,0.0,-1.1306817550438404,-1.2208774208571456,-0.34968019270980677,-0.10540791752673388,-0.3816345262196202,-0.5391122763533533,912551906060613.9,0.9594722904959788
0.004364061649370194,-0.010411158847364176,0.33372425913671955,-0.3280029721079221,-0.8375683267992576,-1.0100033724020523,-1.436949895667372,-1.3921363188677451,QSO,-1.2968929274613314,0.0,-0.010411227454600673,0.333724411366351,1.4146710915634149,-0.10930834817522447,-0.28284869266895807,-0.6401049525940948,55939506840844.87,0.986841868575846
1.7059149548538517,2.028849164774639,-1.0671057583506933,-0.7767399673641194,-0.545850079852471,-0.48805469761762466,-0.8007973759682222,-0.8973516726738899,QSO,0.5827860942571809,0.0,2.028843423856967,-1.0670896240039098,-0.41798564025648355,-0.8159847950860337,-0.40023954769163383,-0.8410681290009998,1981393458164333.8,0.9757600763131609
